Attaching to sophia-in-a-box-master_broker_1
[36mbroker_1                |[0m 
[36mbroker_1                |[0m [2020-11-06 05:28:13,724] INFO [Partition _confluent-controlcenter-5-1-0-1-error-topic-0 broker=1] No checkpointed highwatermark is found for partition _confluent-controlcenter-5-1-0-1-error-topic-0 (kafka.cluster.Partition)
[36mbroker_1                |[0m [2020-11-06 05:28:13,724] INFO Replica loaded for partition _confluent-controlcenter-5-1-0-1-error-topic-0 with initial high watermark 0 (kafka.cluster.Replica)
[36mbroker_1                |[0m [2020-11-06 05:28:13,724] INFO [Partition _confluent-controlcenter-5-1-0-1-error-topic-0 broker=1] _confluent-controlcenter-5-1-0-1-error-topic-0 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mbroker_1                |[0m [2020-11-06 05:28:13,724] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 59 for partition _confluent-controlcenter-5-1-0-1-error-topic-0 (last update controller epoch 1) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,724] TRACE [Broker id=1] Completed LeaderAndIsr request correlationId 59 from controller 1 epoch 1 for the become-leader transition for partition _confluent-controlcenter-5-1-0-1-error-topic-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,724] INFO [ReplicaAlterLogDirsManager on broker 1] Added fetcher for partitions List() (kafka.server.ReplicaAlterLogDirsManager)
[36mbroker_1                |[0m [2020-11-06 05:28:13,726] TRACE [Controller id=1 epoch=1] Received response {error_code=0,partitions=[{topic=_confluent-controlcenter-5-1-0-1-error-topic,partition=0,error_code=0}]} for request LEADER_AND_ISR with correlation id 59 sent to broker broker:9092 (id: 1 rack: null) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,729] TRACE [Broker id=1] Cached leader info PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1], offlineReplicas=[]) for partition _confluent-controlcenter-5-1-0-1-error-topic-0 in response to UpdateMetadata request sent by controller 1 epoch 1 with correlation id 60 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,733] TRACE [Controller id=1 epoch=1] Received response {error_code=0} for request UPDATE_METADATA with correlation id 60 sent to broker broker:9092 (id: 1 rack: null) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,739] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog finished:false header:: 575,3  replyHeader:: 575,334,-101  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,F  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,743] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics serverPath:/brokers/topics finished:false header:: 576,12  replyHeader:: 576,334,0  request:: '/brokers/topics,T  response:: v{'test-1,'_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog,'_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,'_confluent-controlcenter-5-1-0-1-expected-group-consumption-rekey,'sophia.catalog.metadata,'_confluent-controlcenter-5-1-0-1-KSTREAM-OUTERTHIS-0000000095-store-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringVerifierStore-changelog,'_confluent-controlcenter-5-1-0-1-metrics-trigger-measurement-rekey,'_confluent-controlcenter-5-1-0-1-TriggerEventsStore-changelog,'_confluent-controlcenter-5-1-0-1-cluster-rekey,'_confluent-controlcenter-5-1-0-1-AlertHistoryStore-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringStream-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-Group-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-monitoring-trigger-event-rekey,'_confluent-metrics,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-THREE_HOURS,'_confluent-controlcenter-5-1-0-1-MetricsAggregateStore-repartition,'_confluent-controlcenter-5-1-0-1-MetricsAggregateStore-changelog,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-ONE_MINUTE-changelog,'_schemas,'_confluent-controlcenter-5-1-0-1-KSTREAM-OUTEROTHER-0000000096-store-changelog,'_confluent-controlcenter-5-1-0-1-monitoring-aggregate-rekey-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringStream-ONE_MINUTE-changelog,'_confluent-controlcenter-5-1-0-1-actual-group-consumption-rekey,'_confluent-command,'_confluent-controlcenter-5-1-0-1-TriggerActionsStore-changelog,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-ONE_MINUTE,'_confluent-controlcenter-5-1-0-1-error-topic,'__consumer_offsets},s{8,8,1604640480991,1604640480991,0,30,0,0,0,30,331}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,749] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog finished:false header:: 577,5  replyHeader:: 577,335,-101  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,#7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22363931323030303030222c22726574656e74696f6e2e6d73223a22363931323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d70616374222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,-1  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,751] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog finished:false header:: 578,1  replyHeader:: 578,336,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,#7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22363931323030303030222c22726574656e74696f6e2e6d73223a22363931323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d70616374222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,v{s{31,s{'world,'anyone}}},0  response:: '/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,757] INFO Topic creation Map(_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 -> ArrayBuffer(1)) (kafka.zk.AdminZkClient)
[36mbroker_1                |[0m [2020-11-06 05:28:13,759] DEBUG Got notification sessionid:0x10000bf27630001 (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,759] DEBUG Got WatchedEvent state:SyncConnected type:NodeChildrenChanged path:/brokers/topics for sessionid 0x10000bf27630001 (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,760] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog finished:false header:: 579,1  replyHeader:: 579,337,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,#7b2276657273696f6e223a312c22706172746974696f6e73223a7b2230223a5b315d7d7d,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,763] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics serverPath:/brokers/topics finished:false header:: 580,12  replyHeader:: 580,337,0  request:: '/brokers/topics,T  response:: v{'test-1,'_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog,'_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,'_confluent-controlcenter-5-1-0-1-expected-group-consumption-rekey,'sophia.catalog.metadata,'_confluent-controlcenter-5-1-0-1-KSTREAM-OUTERTHIS-0000000095-store-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringVerifierStore-changelog,'_confluent-controlcenter-5-1-0-1-metrics-trigger-measurement-rekey,'_confluent-controlcenter-5-1-0-1-TriggerEventsStore-changelog,'_confluent-controlcenter-5-1-0-1-cluster-rekey,'_confluent-controlcenter-5-1-0-1-AlertHistoryStore-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringStream-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-Group-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-monitoring-trigger-event-rekey,'_confluent-metrics,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-THREE_HOURS,'_confluent-controlcenter-5-1-0-1-MetricsAggregateStore-repartition,'_confluent-controlcenter-5-1-0-1-MetricsAggregateStore-changelog,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-ONE_MINUTE-changelog,'_schemas,'_confluent-controlcenter-5-1-0-1-KSTREAM-OUTEROTHER-0000000096-store-changelog,'_confluent-controlcenter-5-1-0-1-monitoring-aggregate-rekey-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringStream-ONE_MINUTE-changelog,'_confluent-controlcenter-5-1-0-1-actual-group-consumption-rekey,'_confluent-command,'_confluent-controlcenter-5-1-0-1-TriggerActionsStore-changelog,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-ONE_MINUTE,'_confluent-controlcenter-5-1-0-1-error-topic,'_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,'__consumer_offsets},s{8,8,1604640480991,1604640480991,0,31,0,0,0,31,337}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,764] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog finished:false header:: 581,4  replyHeader:: 581,337,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,T  response:: #7b2276657273696f6e223a312c22706172746974696f6e73223a7b2230223a5b315d7d7d,s{337,337,1604640493758,1604640493758,0,0,0,0,36,0,337}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,766] INFO [Controller id=1] New topics: [Set(_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog)], deleted topics: [Set()], new partition replica assignment [Map(_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 -> Vector(1))] (kafka.controller.KafkaController)
[36mbroker_1                |[0m [2020-11-06 05:28:13,766] INFO [Controller id=1] New partition creation callback for _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (kafka.controller.KafkaController)
[36mbroker_1                |[0m [2020-11-06 05:28:13,766] TRACE [Controller id=1 epoch=1] Changed partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,767] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 from NonExistentReplica to NewReplica (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,768] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions finished:false header:: 582,1  replyHeader:: 582,338,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions,,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,772] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions/0 serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions/0 finished:false header:: 583,1  replyHeader:: 583,339,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions/0,,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions/0  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,774] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions/0/state serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions/0/state finished:false header:: 584,1  replyHeader:: 584,340,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions/0/state,#7b22636f6e74726f6c6c65725f65706f6368223a312c226c6561646572223a312c2276657273696f6e223a312c226c65616465725f65706f6368223a302c22697372223a5b315d7d,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog/partitions/0/state  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,775] TRACE [Controller id=1 epoch=1] Changed partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), zkVersion=0) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,775] TRACE [Controller id=1 epoch=1] Sending become-leader LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=1, zkVersion=0, replicas=1, isNew=true) to broker 1 for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,775] TRACE [Controller id=1 epoch=1] Sending UpdateMetadata request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1], offlineReplicas=[]) to brokers Set(1) for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,775] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 from NewReplica to OnlineReplica (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,777] TRACE [Broker id=1] Received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=1, zkVersion=0, replicas=1, isNew=true) correlation id 61 from controller 1 epoch 1 for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,778] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 61 from controller 1 epoch 1 starting the become-leader transition for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,778] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (kafka.server.ReplicaFetcherManager)
[36mbroker_1                |[0m [2020-11-06 05:28:13,779] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog finished:false header:: 585,4  replyHeader:: 585,340,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22363931323030303030222c22726574656e74696f6e2e6d73223a22363931323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d70616374222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{336,336,1604640493750,1604640493750,0,0,0,0,287,0,336}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,785] INFO [Log partition=_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0, dir=/var/lib/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mbroker_1                |[0m [2020-11-06 05:28:13,786] INFO [Log partition=_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0, dir=/var/lib/kafka/data] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 2 ms (kafka.log.Log)
[36mbroker_1                |[0m [2020-11-06 05:28:13,787] INFO Created log for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 in /var/lib/kafka/data with properties {compression.type -> producer, message.format.version -> 2.0-IV1, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 691200000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 134217728, retention.ms -> 691200000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[36mbroker_1                |[0m [2020-11-06 05:28:13,787] INFO [Partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 broker=1] No checkpointed highwatermark is found for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (kafka.cluster.Partition)
[36mbroker_1                |[0m [2020-11-06 05:28:13,787] INFO Replica loaded for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 with initial high watermark 0 (kafka.cluster.Replica)
[36mbroker_1                |[0m [2020-11-06 05:28:13,787] INFO [Partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 broker=1] _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mbroker_1                |[0m [2020-11-06 05:28:13,788] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 61 for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (last update controller epoch 1) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,788] TRACE [Broker id=1] Completed LeaderAndIsr request correlationId 61 from controller 1 epoch 1 for the become-leader transition for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,788] INFO [ReplicaAlterLogDirsManager on broker 1] Added fetcher for partitions List() (kafka.server.ReplicaAlterLogDirsManager)
[36mbroker_1                |[0m [2020-11-06 05:28:13,789] TRACE [Controller id=1 epoch=1] Received response {error_code=0,partitions=[{topic=_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,partition=0,error_code=0}]} for request LEADER_AND_ISR with correlation id 61 sent to broker broker:9092 (id: 1 rack: null) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,790] TRACE [Broker id=1] Cached leader info PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1], offlineReplicas=[]) for partition _confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog-0 in response to UpdateMetadata request sent by controller 1 epoch 1 with correlation id 62 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,803] TRACE [Controller id=1 epoch=1] Received response {error_code=0} for request UPDATE_METADATA with correlation id 62 sent to broker broker:9092 (id: 1 rack: null) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,808] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog finished:false header:: 586,3  replyHeader:: 586,340,-101  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog,F  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,820] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics serverPath:/brokers/topics finished:false header:: 587,12  replyHeader:: 587,340,0  request:: '/brokers/topics,T  response:: v{'test-1,'_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog,'_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,'_confluent-controlcenter-5-1-0-1-expected-group-consumption-rekey,'sophia.catalog.metadata,'_confluent-controlcenter-5-1-0-1-KSTREAM-OUTERTHIS-0000000095-store-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringVerifierStore-changelog,'_confluent-controlcenter-5-1-0-1-metrics-trigger-measurement-rekey,'_confluent-controlcenter-5-1-0-1-TriggerEventsStore-changelog,'_confluent-controlcenter-5-1-0-1-cluster-rekey,'_confluent-controlcenter-5-1-0-1-AlertHistoryStore-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringStream-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-Group-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-monitoring-trigger-event-rekey,'_confluent-metrics,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-THREE_HOURS,'_confluent-controlcenter-5-1-0-1-MetricsAggregateStore-repartition,'_confluent-controlcenter-5-1-0-1-MetricsAggregateStore-changelog,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-ONE_MINUTE-changelog,'_schemas,'_confluent-controlcenter-5-1-0-1-KSTREAM-OUTEROTHER-0000000096-store-changelog,'_confluent-controlcenter-5-1-0-1-monitoring-aggregate-rekey-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringStream-ONE_MINUTE-changelog,'_confluent-controlcenter-5-1-0-1-actual-group-consumption-rekey,'_confluent-command,'_confluent-controlcenter-5-1-0-1-TriggerActionsStore-changelog,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-ONE_MINUTE,'_confluent-controlcenter-5-1-0-1-error-topic,'_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,'__consumer_offsets},s{8,8,1604640480991,1604640480991,0,31,0,0,0,31,337}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,824] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog finished:false header:: 588,5  replyHeader:: 588,341,-101  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog,#7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22343332303030303030222c22726574656e74696f6e2e6d73223a22343332303030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,-1  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,836] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog finished:false header:: 589,1  replyHeader:: 589,342,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog,#7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22343332303030303030222c22726574656e74696f6e2e6d73223a22343332303030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,v{s{31,s{'world,'anyone}}},0  response:: '/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,837] INFO Topic creation Map(_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 -> ArrayBuffer(1)) (kafka.zk.AdminZkClient)
[36mbroker_1                |[0m [2020-11-06 05:28:13,841] DEBUG Got notification sessionid:0x10000bf27630001 (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,841] DEBUG Got WatchedEvent state:SyncConnected type:NodeChildrenChanged path:/brokers/topics for sessionid 0x10000bf27630001 (org.apache.zookeeper.ClientCnxn)
